User ID,Age,Course,Topic,Difficulty Level,Video Time (mins),Article Time (mins),Hands-on Time (mins),Quiz Time (mins),Quiz Score (%),Progress (%),Attempts,Detected Learning Style (VARK),Recommended Learning Style
1178,25,Java,Loops,Medium,58,56,11,6,82,45,3,Visual,More Videos
1179,20,Java,Loops,Medium,56,14,56,11,12,44,1,Visual,More Videos
1180,24,C++,Loops,Medium,26,49,56,16,79,64,5,Kinesthetic,More Hands-On Exercises
1181,25,Python,Data Visualization,Hard,6,31,18,17,74,24,4,Reading/Writing,More Articles
1182,19,Machine Learning,Regression,Easy,10,49,32,15,47,53,3,Reading/Writing,More Articles
1183,23,Python,Loops,Hard,37,56,41,9,84,37,2,Reading/Writing,More Articles
1184,23,C++,Loops,Easy,10,4,2,23,25,17,3,Visual,More Videos
1185,21,Java,Sorting Algorithms,Medium,43,32,52,10,47,28,5,Kinesthetic,More Hands-On Exercises
1186,18,Machine Learning,Regression,Easy,12,21,38,25,87,51,4,Kinesthetic,More Hands-On Exercises
1187,23,Java,Loops,Easy,41,42,14,27,81,77,1,Reading/Writing,More Articles
1188,19,Machine Learning,Regression,Easy,9,29,33,18,79,63,1,Kinesthetic,More Hands-On Exercises
1189,20,Python,Data Visualization,Hard,54,28,48,16,76,0,1,Visual,More Videos
1190,20,Python,Sorting Algorithms,Hard,41,22,25,18,27,26,5,Visual,More Videos
1191,19,Data Science,Data Visualization,Easy,38,34,45,21,28,64,2,Kinesthetic,More Hands-On Exercises
1192,21,Python,Sorting Algorithms,Easy,0,30,59,6,31,25,2,Kinesthetic,More Hands-On Exercises
1193,19,Python,Loops,Medium,29,34,7,16,85,13,4,Reading/Writing,More Articles
1194,19,Machine Learning,Regression,Easy,6,42,44,27,96,29,3,Kinesthetic,More Hands-On Exercises
1195,20,Python,OOP,Hard,18,48,22,23,25,87,5,Reading/Writing,More Articles
1196,18,Machine Learning,Data Visualization,Hard,54,49,17,23,91,95,4,Visual,More Videos
1197,21,C++,OOP,Hard,45,9,45,22,84,29,5,Visual,More Videos
1198,18,Python,Sorting Algorithms,Easy,20,29,53,19,83,10,4,Kinesthetic,More Hands-On Exercises
1199,22,Data Science,Sorting Algorithms,Easy,44,55,51,13,89,100,5,Reading/Writing,More Articles
1200,24,Data Science,Regression,Hard,56,32,4,12,34,67,4,Visual,More Videos
1201,21,Machine Learning,OOP,Medium,45,2,9,20,38,2,3,Visual,More Videos
1202,18,C++,Sorting Algorithms,Medium,41,41,57,21,90,93,1,Kinesthetic,More Hands-On Exercises
1203,22,Data Science,Regression,Easy,14,31,13,21,23,75,4,Reading/Writing,More Articles
1204,20,Python,Regression,Easy,22,35,45,7,97,36,3,Kinesthetic,More Hands-On Exercises
1205,22,Java,Regression,Easy,47,24,55,29,78,45,1,Kinesthetic,More Hands-On Exercises
1206,18,Machine Learning,Regression,Easy,33,10,43,22,14,21,4,Kinesthetic,More Hands-On Exercises
1207,20,Java,Sorting Algorithms,Medium,7,33,7,13,19,13,2,Reading/Writing,More Articles
1208,21,Data Science,Regression,Easy,6,58,23,29,84,99,1,Reading/Writing,More Articles
1209,18,Java,Data Visualization,Medium,9,60,25,6,26,17,3,Reading/Writing,More Articles
1210,21,C++,Loops,Hard,15,14,31,5,89,65,3,Kinesthetic,More Hands-On Exercises
1211,20,Python,Data Visualization,Medium,50,51,3,8,13,43,1,Reading/Writing,More Articles
1212,20,C++,Data Visualization,Easy,38,12,30,30,67,64,2,Visual,More Videos
1213,22,Machine Learning,OOP,Hard,10,22,40,27,46,50,4,Kinesthetic,More Hands-On Exercises
1214,23,Data Science,Sorting Algorithms,Hard,3,2,33,19,90,90,3,Kinesthetic,More Hands-On Exercises
1215,22,C++,Data Visualization,Medium,45,23,12,25,35,0,3,Visual,More Videos
1216,22,Python,Loops,Easy,38,27,49,19,90,15,5,Kinesthetic,More Hands-On Exercises
1217,19,Machine Learning,Data Visualization,Hard,59,41,21,20,83,68,1,Visual,More Videos
1218,21,Machine Learning,OOP,Easy,31,41,7,26,42,49,2,Reading/Writing,More Articles
1219,20,Data Science,Regression,Medium,31,35,6,6,21,14,1,Reading/Writing,More Articles
1220,21,Java,OOP,Medium,22,14,12,6,47,77,4,Visual,More Videos
1221,19,Python,Sorting Algorithms,Easy,42,18,53,6,90,84,1,Kinesthetic,More Hands-On Exercises
1222,24,Machine Learning,Sorting Algorithms,Medium,49,50,56,16,83,6,5,Kinesthetic,More Hands-On Exercises
1223,21,Machine Learning,Loops,Easy,29,50,53,16,81,70,3,Kinesthetic,More Hands-On Exercises
1224,22,Data Science,Loops,Easy,40,46,9,9,28,22,5,Reading/Writing,More Articles
1225,24,Java,Regression,Hard,18,4,51,14,29,36,3,Kinesthetic,More Hands-On Exercises
1226,24,C++,Sorting Algorithms,Medium,39,38,51,14,63,53,3,Kinesthetic,More Hands-On Exercises
1227,23,Data Science,Sorting Algorithms,Easy,1,8,30,16,74,16,4,Kinesthetic,More Hands-On Exercises
1228,25,Data Science,Sorting Algorithms,Hard,7,42,5,8,8,23,4,Reading/Writing,More Articles
1229,22,C++,Sorting Algorithms,Hard,29,48,50,11,91,26,2,Kinesthetic,More Hands-On Exercises
1230,21,Data Science,Sorting Algorithms,Easy,37,9,27,5,27,11,1,Visual,More Videos
1231,22,Machine Learning,Loops,Easy,58,23,18,30,74,64,1,Visual,More Videos
1232,25,C++,OOP,Hard,50,43,1,27,58,35,1,Visual,More Videos
1233,22,C++,Sorting Algorithms,Hard,26,34,12,27,78,31,5,Reading/Writing,More Articles
1234,22,Machine Learning,OOP,Easy,20,58,45,21,79,24,2,Reading/Writing,More Articles
1235,25,Java,Data Visualization,Easy,34,59,28,28,58,84,1,Reading/Writing,More Articles
1236,21,Python,OOP,Hard,24,16,26,15,29,44,2,Kinesthetic,More Hands-On Exercises
1237,25,C++,Regression,Easy,54,15,40,8,20,97,1,Visual,More Videos
1238,18,Machine Learning,Regression,Easy,18,4,20,12,45,1,3,Kinesthetic,More Hands-On Exercises
1239,25,Machine Learning,Data Visualization,Easy,17,39,31,6,86,62,5,Reading/Writing,More Articles
1240,19,Python,Sorting Algorithms,Easy,42,11,38,6,43,84,1,Visual,More Videos
1241,24,Machine Learning,Sorting Algorithms,Easy,14,47,35,24,85,83,2,Reading/Writing,More Articles
1242,20,Machine Learning,Loops,Hard,17,53,2,7,26,14,4,Reading/Writing,More Articles
1243,23,Java,Loops,Hard,21,52,29,15,86,75,1,Reading/Writing,More Articles
1244,18,Python,Data Visualization,Hard,50,48,5,20,99,16,2,Visual,More Videos
1245,25,C++,OOP,Hard,33,32,54,10,79,81,4,Kinesthetic,More Hands-On Exercises
1246,21,Java,Sorting Algorithms,Hard,37,26,15,28,59,44,2,Visual,More Videos
1247,22,Python,Regression,Hard,18,8,14,5,21,37,1,Visual,More Videos
1248,23,C++,Data Visualization,Easy,19,1,29,9,82,22,3,Kinesthetic,More Hands-On Exercises
1249,22,C++,Sorting Algorithms,Medium,19,56,30,29,25,60,5,Reading/Writing,More Articles
1250,22,Data Science,Sorting Algorithms,Medium,49,28,23,26,48,64,5,Visual,More Videos
1251,18,Java,Regression,Medium,8,30,12,17,73,48,4,Reading/Writing,More Articles
1252,23,Machine Learning,Regression,Hard,50,10,31,17,54,62,2,Visual,More Videos
1253,24,C++,OOP,Medium,31,25,58,18,66,58,5,Kinesthetic,More Hands-On Exercises
1254,20,Machine Learning,Loops,Hard,46,21,43,28,99,19,1,Visual,More Videos
1255,25,Python,Regression,Hard,48,28,7,24,98,44,2,Visual,More Videos
1256,21,Python,Sorting Algorithms,Easy,22,35,60,23,27,19,3,Kinesthetic,More Hands-On Exercises
1257,19,C++,Regression,Medium,23,20,17,25,32,16,5,Visual,More Videos
1258,23,C++,OOP,Medium,20,18,10,7,29,12,2,Visual,More Videos
1259,18,Machine Learning,Regression,Medium,33,33,14,25,4,63,3,Visual,More Videos
1260,21,Data Science,Loops,Medium,45,38,3,10,65,61,2,Visual,More Videos
1261,24,C++,Loops,Medium,38,19,37,25,14,71,1,Visual,More Videos
1262,21,Java,OOP,Hard,60,45,42,18,24,16,5,Visual,More Videos
1263,25,Data Science,Loops,Easy,35,47,47,10,85,100,4,Reading/Writing,More Articles
1264,22,Python,Regression,Hard,45,54,3,5,3,67,3,Reading/Writing,More Articles
1265,25,C++,OOP,Medium,47,0,0,18,39,61,3,Visual,More Videos
1266,20,C++,OOP,Medium,4,18,53,17,24,69,3,Kinesthetic,More Hands-On Exercises
1267,22,Data Science,Sorting Algorithms,Hard,27,7,17,20,73,56,3,Visual,More Videos
1268,23,Data Science,Regression,Medium,43,0,17,11,58,0,4,Visual,More Videos
1269,24,Data Science,Regression,Easy,11,17,52,14,33,96,3,Kinesthetic,More Hands-On Exercises
1270,25,Machine Learning,Data Visualization,Medium,17,9,0,13,69,48,1,Visual,More Videos
1271,19,Data Science,Regression,Hard,42,5,11,5,19,87,2,Visual,More Videos
1272,22,Python,Data Visualization,Hard,4,53,32,28,20,64,2,Reading/Writing,More Articles
1273,20,C++,Loops,Hard,40,29,19,15,26,76,2,Visual,More Videos
1274,24,Machine Learning,Sorting Algorithms,Hard,20,31,9,7,7,82,5,Reading/Writing,More Articles
1275,23,Data Science,Sorting Algorithms,Medium,42,53,47,11,40,29,5,Reading/Writing,More Articles
1276,25,C++,Loops,Hard,58,4,53,20,43,13,2,Visual,More Videos
1277,19,Machine Learning,OOP,Medium,51,59,10,16,48,37,5,Reading/Writing,More Articles
1278,18,Data Science,Loops,Medium,55,24,44,13,8,97,4,Visual,More Videos
1279,18,Python,OOP,Hard,26,39,58,14,9,66,5,Kinesthetic,More Hands-On Exercises
1280,23,Java,Data Visualization,Hard,3,14,26,25,86,84,5,Kinesthetic,More Hands-On Exercises
1281,25,C++,Regression,Medium,46,23,5,9,8,70,3,Visual,More Videos
1282,24,Java,Sorting Algorithms,Hard,44,17,40,18,9,44,5,Visual,More Videos
1283,23,Java,Data Visualization,Medium,1,40,56,23,47,72,3,Kinesthetic,More Hands-On Exercises
1284,25,Machine Learning,Data Visualization,Easy,7,57,12,30,64,18,4,Reading/Writing,More Articles
1285,18,Python,Data Visualization,Medium,12,1,5,5,59,61,4,Visual,More Videos
1286,19,Data Science,Sorting Algorithms,Medium,39,28,14,12,30,29,3,Visual,More Videos
1287,24,Java,Loops,Medium,12,5,2,7,43,37,3,Visual,More Videos
1288,25,Data Science,Loops,Medium,44,26,34,7,97,0,5,Visual,More Videos
1289,20,Python,Data Visualization,Easy,43,5,14,9,59,2,3,Visual,More Videos
1290,18,Machine Learning,Data Visualization,Medium,16,46,56,20,20,88,1,Kinesthetic,More Hands-On Exercises
1291,24,C++,Data Visualization,Easy,26,57,12,28,35,8,4,Reading/Writing,More Articles
1292,20,Python,Loops,Medium,49,23,52,5,45,87,2,Kinesthetic,More Hands-On Exercises
1293,18,Data Science,Loops,Hard,12,52,58,17,51,42,2,Kinesthetic,More Hands-On Exercises
1294,18,Data Science,Loops,Hard,0,52,37,16,98,75,4,Reading/Writing,More Articles
1295,25,Java,Regression,Easy,38,23,2,29,15,77,3,Visual,More Videos
1296,22,Python,OOP,Easy,21,13,49,24,49,4,1,Kinesthetic,More Hands-On Exercises
1297,18,Python,Data Visualization,Medium,34,51,11,22,83,41,3,Reading/Writing,More Articles
1298,23,Data Science,OOP,Hard,20,40,12,25,3,20,5,Reading/Writing,More Articles
1299,22,Python,Regression,Medium,4,30,2,28,95,16,5,Reading/Writing,More Articles
1300,23,Java,Loops,Medium,29,25,40,15,54,7,1,Kinesthetic,More Hands-On Exercises
1301,19,Machine Learning,Sorting Algorithms,Easy,49,42,21,22,39,60,2,Visual,More Videos
1302,21,C++,Data Visualization,Easy,23,35,19,25,68,1,3,Reading/Writing,More Articles
1303,18,Java,Data Visualization,Hard,44,44,0,21,97,79,3,Visual,More Videos
1304,24,Data Science,OOP,Hard,39,44,14,16,7,52,1,Reading/Writing,More Articles
1305,24,Machine Learning,OOP,Easy,19,42,28,27,56,4,2,Reading/Writing,More Articles
1306,25,C++,OOP,Hard,21,16,32,19,89,87,2,Kinesthetic,More Hands-On Exercises
1307,24,Data Science,Regression,Easy,46,37,23,13,36,51,4,Visual,More Videos
1308,22,Java,OOP,Medium,27,17,29,25,59,23,3,Kinesthetic,More Hands-On Exercises
1309,19,Java,Regression,Medium,6,33,26,7,60,70,5,Reading/Writing,More Articles
1310,24,Data Science,Regression,Medium,28,57,32,10,26,15,1,Reading/Writing,More Articles
1311,23,C++,Sorting Algorithms,Hard,7,22,43,11,44,30,1,Kinesthetic,More Hands-On Exercises
1312,23,Machine Learning,Regression,Hard,21,52,48,26,40,11,2,Reading/Writing,More Articles
1313,21,C++,Sorting Algorithms,Hard,26,46,8,30,11,91,4,Reading/Writing,More Articles
1314,22,Data Science,Regression,Easy,42,51,9,25,36,27,1,Reading/Writing,More Articles
1315,22,Machine Learning,Sorting Algorithms,Hard,26,21,52,25,54,90,4,Kinesthetic,More Hands-On Exercises
1316,19,Java,Sorting Algorithms,Medium,15,32,22,23,94,3,2,Reading/Writing,More Articles
1317,22,Data Science,OOP,Hard,10,57,43,10,57,19,3,Reading/Writing,More Articles
1318,18,Data Science,Loops,Easy,19,55,31,8,94,86,2,Reading/Writing,More Articles
1319,25,Java,OOP,Medium,6,49,55,10,83,90,3,Kinesthetic,More Hands-On Exercises
1320,20,Python,Regression,Medium,7,51,35,5,77,85,4,Reading/Writing,More Articles
1321,18,Data Science,Regression,Easy,23,31,28,7,80,70,4,Reading/Writing,More Articles
1322,24,Machine Learning,Sorting Algorithms,Medium,58,47,25,16,1,76,4,Visual,More Videos
1323,23,Python,Regression,Easy,24,45,10,24,20,93,2,Reading/Writing,More Articles
1324,19,Machine Learning,OOP,Hard,34,49,6,10,61,78,2,Reading/Writing,More Articles
1325,24,Java,Loops,Hard,27,54,23,8,1,35,3,Reading/Writing,More Articles
1326,24,Python,Data Visualization,Easy,45,32,35,18,41,93,4,Visual,More Videos
1327,25,C++,Loops,Medium,44,5,6,16,51,65,1,Visual,More Videos
1328,21,Data Science,Loops,Medium,26,6,7,7,81,32,5,Visual,More Videos
1329,25,Machine Learning,Data Visualization,Easy,15,12,53,5,10,40,2,Kinesthetic,More Hands-On Exercises
1330,18,Machine Learning,Data Visualization,Medium,1,37,20,25,6,65,4,Reading/Writing,More Articles
1331,25,Java,Sorting Algorithms,Easy,13,40,33,30,84,85,2,Reading/Writing,More Articles
1332,19,C++,Sorting Algorithms,Easy,7,47,44,20,79,42,5,Reading/Writing,More Articles
1333,23,Data Science,Regression,Easy,59,15,13,28,93,92,4,Visual,More Videos
1334,18,Java,Loops,Easy,13,42,15,15,88,31,2,Reading/Writing,More Articles
1335,21,Python,OOP,Easy,10,48,40,24,61,43,3,Reading/Writing,More Articles
1336,25,C++,Sorting Algorithms,Medium,47,33,34,19,92,45,4,Visual,More Videos
1337,21,Python,Loops,Medium,8,6,55,8,85,39,2,Kinesthetic,More Hands-On Exercises
1338,25,Data Science,Sorting Algorithms,Easy,44,34,45,16,48,75,3,Kinesthetic,More Hands-On Exercises
1339,19,Python,Sorting Algorithms,Hard,27,20,27,26,10,15,5,Visual,More Videos
1340,25,Data Science,Regression,Medium,51,45,51,6,51,1,3,Visual,More Videos
1341,25,C++,OOP,Medium,34,8,17,10,92,66,5,Visual,More Videos
1342,21,Python,Regression,Easy,45,18,26,15,68,7,1,Visual,More Videos
1343,18,C++,Sorting Algorithms,Easy,49,26,38,26,2,1,4,Visual,More Videos
1344,21,Data Science,OOP,Easy,20,13,43,25,89,52,3,Kinesthetic,More Hands-On Exercises
1345,20,Data Science,Sorting Algorithms,Medium,12,9,31,19,99,49,4,Kinesthetic,More Hands-On Exercises
1346,21,Machine Learning,OOP,Easy,43,42,58,11,42,43,3,Kinesthetic,More Hands-On Exercises
1347,20,Java,Loops,Medium,18,8,37,23,60,43,2,Kinesthetic,More Hands-On Exercises
1348,18,Data Science,Sorting Algorithms,Easy,35,27,58,17,25,4,5,Kinesthetic,More Hands-On Exercises
1349,18,Java,OOP,Hard,55,19,11,19,4,64,2,Visual,More Videos
1350,18,Python,Sorting Algorithms,Hard,8,9,23,16,77,29,2,Kinesthetic,More Hands-On Exercises
1351,25,Python,Regression,Hard,31,12,22,23,0,33,3,Visual,More Videos
1352,18,Machine Learning,Data Visualization,Medium,42,56,35,23,72,68,3,Reading/Writing,More Articles
1353,21,Data Science,Loops,Medium,0,5,22,13,61,73,4,Kinesthetic,More Hands-On Exercises
1354,18,Machine Learning,Regression,Hard,45,23,54,8,7,59,3,Kinesthetic,More Hands-On Exercises
1355,18,Python,Loops,Hard,54,0,44,24,82,18,4,Visual,More Videos
1356,22,Machine Learning,Data Visualization,Hard,6,1,3,22,57,84,4,Visual,More Videos
1357,25,Java,OOP,Medium,48,54,24,29,36,82,1,Reading/Writing,More Articles
1358,18,Python,Sorting Algorithms,Hard,47,53,7,26,64,65,1,Reading/Writing,More Articles
1359,18,Python,Data Visualization,Medium,41,20,10,30,8,84,3,Visual,More Videos
1360,18,Data Science,Sorting Algorithms,Medium,53,29,18,17,46,6,2,Visual,More Videos
1361,24,Java,Sorting Algorithms,Medium,42,59,1,15,6,24,1,Reading/Writing,More Articles
1362,21,Python,Regression,Hard,27,26,49,29,18,75,4,Kinesthetic,More Hands-On Exercises
1363,22,Machine Learning,Loops,Hard,18,10,44,9,43,35,5,Kinesthetic,More Hands-On Exercises
1364,23,C++,Sorting Algorithms,Easy,38,56,26,11,43,94,2,Reading/Writing,More Articles
1365,22,Machine Learning,Sorting Algorithms,Medium,21,32,17,29,69,31,4,Reading/Writing,More Articles
1366,20,C++,Sorting Algorithms,Medium,52,45,41,18,81,50,5,Visual,More Videos
1367,21,Data Science,Regression,Medium,42,21,45,9,59,52,1,Kinesthetic,More Hands-On Exercises
1368,23,Machine Learning,OOP,Easy,60,14,21,17,6,3,1,Visual,More Videos
1369,23,Python,Loops,Easy,6,59,19,5,88,18,1,Reading/Writing,More Articles
1370,21,Python,Data Visualization,Medium,19,29,48,18,56,31,5,Kinesthetic,More Hands-On Exercises
1371,21,C++,Sorting Algorithms,Easy,3,0,27,24,9,50,1,Kinesthetic,More Hands-On Exercises
1372,24,Data Science,Data Visualization,Medium,3,56,33,27,62,59,1,Reading/Writing,More Articles
1373,23,Java,OOP,Hard,38,34,50,15,60,26,3,Kinesthetic,More Hands-On Exercises
1374,21,C++,Sorting Algorithms,Medium,26,34,36,12,21,65,5,Kinesthetic,More Hands-On Exercises
1375,22,C++,Loops,Hard,60,27,14,12,52,82,2,Visual,More Videos
1376,22,Data Science,Data Visualization,Hard,29,26,41,19,49,74,5,Kinesthetic,More Hands-On Exercises
1377,19,Machine Learning,Regression,Medium,3,31,1,22,41,4,5,Reading/Writing,More Articles
1378,20,Java,OOP,Medium,6,14,26,10,96,18,5,Kinesthetic,More Hands-On Exercises
1379,24,Python,OOP,Easy,34,25,60,20,78,17,4,Kinesthetic,More Hands-On Exercises
1380,24,Machine Learning,Data Visualization,Easy,15,30,27,18,92,44,3,Reading/Writing,More Articles
1381,24,Data Science,Loops,Easy,31,6,24,8,62,84,3,Visual,More Videos
1382,21,C++,OOP,Hard,37,44,25,21,61,55,4,Reading/Writing,More Articles
1383,23,Python,Sorting Algorithms,Medium,41,26,8,14,29,33,5,Visual,More Videos
1384,18,Python,Data Visualization,Medium,8,2,41,22,83,91,5,Kinesthetic,More Hands-On Exercises
1385,23,Data Science,Sorting Algorithms,Easy,21,54,51,11,32,30,4,Reading/Writing,More Articles
1386,18,Java,Regression,Easy,1,59,23,13,56,20,3,Reading/Writing,More Articles
1387,19,C++,Sorting Algorithms,Hard,12,54,38,19,75,67,4,Reading/Writing,More Articles
1388,18,Java,Data Visualization,Medium,36,37,11,22,21,46,2,Reading/Writing,More Articles
1389,22,C++,Data Visualization,Hard,25,21,13,10,20,33,1,Visual,More Videos
1390,19,C++,Data Visualization,Easy,49,47,34,7,84,18,5,Visual,More Videos
1391,25,Java,Data Visualization,Easy,13,46,12,25,49,28,1,Reading/Writing,More Articles
1392,20,Data Science,OOP,Hard,18,35,27,23,59,78,2,Reading/Writing,More Articles
1393,23,Data Science,Sorting Algorithms,Medium,32,46,20,20,13,13,5,Reading/Writing,More Articles
1394,18,Java,Loops,Medium,16,31,28,20,47,24,1,Reading/Writing,More Articles
1395,18,Python,OOP,Medium,48,30,42,10,13,33,1,Visual,More Videos
1396,22,C++,Loops,Medium,14,6,35,24,38,10,3,Kinesthetic,More Hands-On Exercises
1397,25,Data Science,Data Visualization,Easy,45,6,56,13,40,92,3,Kinesthetic,More Hands-On Exercises
1398,25,Python,Sorting Algorithms,Hard,33,49,18,22,77,21,3,Reading/Writing,More Articles
1399,23,Java,Sorting Algorithms,Easy,2,57,37,28,87,14,1,Reading/Writing,More Articles
1400,23,Machine Learning,Regression,Easy,25,1,55,10,83,41,4,Kinesthetic,More Hands-On Exercises
1401,24,Java,Sorting Algorithms,Medium,26,0,7,15,74,65,3,Visual,More Videos
1402,23,Java,Loops,Easy,52,48,22,11,29,68,1,Visual,More Videos
1403,22,Machine Learning,Regression,Medium,29,27,11,13,81,19,2,Visual,More Videos
1404,20,Machine Learning,OOP,Easy,32,1,4,6,42,48,5,Visual,More Videos
1405,19,Java,OOP,Medium,54,43,33,12,25,18,3,Visual,More Videos
1406,23,Data Science,Loops,Medium,49,28,47,16,94,97,4,Visual,More Videos
1407,25,Data Science,OOP,Hard,8,7,9,13,72,74,3,Kinesthetic,More Hands-On Exercises
1408,23,Data Science,Loops,Hard,47,25,31,5,80,90,2,Visual,More Videos
1409,23,Python,Data Visualization,Medium,10,37,48,23,22,100,2,Kinesthetic,More Hands-On Exercises
1410,19,Java,Regression,Easy,2,15,40,18,99,1,3,Kinesthetic,More Hands-On Exercises
1411,25,Data Science,Data Visualization,Medium,20,34,40,23,25,90,5,Kinesthetic,More Hands-On Exercises
1412,25,Machine Learning,Loops,Medium,53,52,12,28,45,47,5,Visual,More Videos
1413,19,Data Science,OOP,Easy,0,40,14,12,0,77,4,Reading/Writing,More Articles
1414,22,Python,OOP,Medium,20,23,47,28,98,94,5,Kinesthetic,More Hands-On Exercises
1415,21,Data Science,Data Visualization,Medium,53,32,29,26,84,94,3,Visual,More Videos
1416,25,C++,Loops,Hard,34,27,58,7,5,51,2,Kinesthetic,More Hands-On Exercises
1417,25,Machine Learning,Sorting Algorithms,Medium,36,46,50,18,95,98,2,Kinesthetic,More Hands-On Exercises
1418,19,Machine Learning,Regression,Medium,10,1,28,21,43,51,5,Kinesthetic,More Hands-On Exercises
1419,25,Data Science,Loops,Medium,43,2,36,26,17,29,5,Visual,More Videos
1420,20,C++,Sorting Algorithms,Medium,16,49,56,10,44,88,1,Kinesthetic,More Hands-On Exercises
1421,18,C++,Regression,Hard,34,29,43,18,67,10,3,Kinesthetic,More Hands-On Exercises
1422,19,Java,Regression,Hard,10,3,25,18,8,56,5,Kinesthetic,More Hands-On Exercises
1423,24,Python,Data Visualization,Medium,53,37,4,17,99,51,3,Visual,More Videos
1424,24,Data Science,OOP,Medium,13,16,60,16,0,70,1,Kinesthetic,More Hands-On Exercises
1425,21,Data Science,OOP,Easy,20,54,5,28,67,54,5,Reading/Writing,More Articles
1426,18,Data Science,Regression,Medium,6,26,28,13,71,16,1,Kinesthetic,More Hands-On Exercises
1427,19,Data Science,OOP,Easy,56,25,51,27,90,74,3,Visual,More Videos
1428,25,Data Science,Data Visualization,Easy,38,60,12,20,24,46,2,Reading/Writing,More Articles
1429,22,Java,Regression,Medium,57,9,18,27,74,44,5,Visual,More Videos
1430,21,Data Science,Sorting Algorithms,Medium,33,42,53,9,24,33,5,Kinesthetic,More Hands-On Exercises
1431,20,C++,Regression,Medium,3,23,51,19,96,17,1,Kinesthetic,More Hands-On Exercises
1432,20,Machine Learning,Regression,Medium,36,46,34,22,29,78,4,Reading/Writing,More Articles
1433,18,Data Science,OOP,Easy,14,58,59,8,36,25,5,Kinesthetic,More Hands-On Exercises
1434,24,Java,Loops,Easy,58,19,29,26,10,28,1,Visual,More Videos
1435,25,Java,Loops,Hard,19,55,56,29,25,5,2,Kinesthetic,More Hands-On Exercises
1436,19,Data Science,Sorting Algorithms,Hard,31,42,39,11,57,88,5,Reading/Writing,More Articles
1437,25,C++,Regression,Medium,47,56,8,27,36,7,4,Reading/Writing,More Articles
1438,24,C++,OOP,Medium,33,20,3,20,39,51,4,Visual,More Videos
1439,24,Java,OOP,Easy,51,23,26,26,69,80,5,Visual,More Videos
1440,22,Machine Learning,OOP,Medium,10,3,56,14,91,31,1,Kinesthetic,More Hands-On Exercises
1441,23,Java,Regression,Medium,20,42,43,7,44,64,4,Kinesthetic,More Hands-On Exercises
1442,20,Python,Sorting Algorithms,Medium,55,47,11,10,82,36,4,Visual,More Videos
1443,19,C++,Sorting Algorithms,Medium,39,1,58,24,49,72,5,Kinesthetic,More Hands-On Exercises
1444,24,Java,Loops,Medium,55,2,58,13,92,73,5,Kinesthetic,More Hands-On Exercises
1445,25,C++,OOP,Easy,20,12,55,13,69,88,1,Kinesthetic,More Hands-On Exercises
1446,22,Python,Sorting Algorithms,Medium,46,33,9,10,39,40,5,Visual,More Videos
1447,21,C++,Data Visualization,Medium,55,44,31,21,69,66,4,Visual,More Videos
1448,20,Python,Data Visualization,Easy,1,15,35,12,8,33,3,Kinesthetic,More Hands-On Exercises
1449,24,Machine Learning,Regression,Medium,7,34,2,24,60,32,2,Reading/Writing,More Articles
1450,24,Java,Sorting Algorithms,Medium,30,9,52,17,9,72,2,Kinesthetic,More Hands-On Exercises
1451,21,Java,Loops,Hard,40,25,16,30,10,0,5,Visual,More Videos
1452,21,Machine Learning,Regression,Hard,48,7,23,9,96,75,3,Visual,More Videos
1453,18,C++,OOP,Medium,17,28,35,15,52,60,2,Kinesthetic,More Hands-On Exercises
1454,20,Java,Sorting Algorithms,Hard,31,17,17,19,18,83,1,Visual,More Videos
1455,18,Machine Learning,Regression,Easy,50,28,39,24,39,26,5,Visual,More Videos
1456,24,Python,Regression,Medium,43,42,40,18,68,64,1,Visual,More Videos
1457,20,Java,Sorting Algorithms,Medium,54,18,4,8,46,79,5,Visual,More Videos
1458,21,Data Science,Loops,Medium,51,4,23,18,41,0,3,Visual,More Videos
1459,24,Python,Loops,Hard,38,37,40,6,12,30,1,Kinesthetic,More Hands-On Exercises
1460,24,Java,Sorting Algorithms,Easy,5,53,26,13,52,26,4,Reading/Writing,More Articles
1461,18,Data Science,Regression,Easy,31,16,36,8,51,26,5,Kinesthetic,More Hands-On Exercises
1462,24,Machine Learning,OOP,Easy,39,8,44,15,91,35,2,Kinesthetic,More Hands-On Exercises
1463,19,Data Science,Data Visualization,Hard,15,46,33,23,42,90,1,Reading/Writing,More Articles
1464,22,Java,OOP,Easy,58,37,11,5,65,5,4,Visual,More Videos
1465,20,Machine Learning,OOP,Hard,56,4,30,6,54,84,5,Visual,More Videos
1466,19,Machine Learning,Regression,Easy,42,41,55,22,37,75,2,Kinesthetic,More Hands-On Exercises
1467,23,C++,Loops,Easy,6,29,49,26,6,53,5,Kinesthetic,More Hands-On Exercises
1468,24,Python,Sorting Algorithms,Easy,7,55,54,24,74,31,4,Reading/Writing,More Articles
1469,19,Data Science,Data Visualization,Hard,11,57,34,21,13,29,2,Reading/Writing,More Articles
1470,24,Python,OOP,Hard,1,29,25,21,6,11,4,Reading/Writing,More Articles
1471,19,C++,Regression,Easy,16,37,21,20,57,29,2,Reading/Writing,More Articles
1472,23,Java,Loops,Hard,32,51,33,16,14,98,2,Reading/Writing,More Articles
1473,18,Python,Data Visualization,Easy,47,52,7,26,66,23,4,Reading/Writing,More Articles
1474,20,Machine Learning,Data Visualization,Easy,40,56,48,9,3,88,1,Reading/Writing,More Articles
